category,symbol_id,source_dwg,library_title,retained_attributes,omitted_attributes
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-104,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-104.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-104",A=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-105,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-105.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-105",AS=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-106,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-106.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-106",D=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-107,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-107.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-107",GD=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-108,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-108.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-108",P=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-109,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-109.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-109",PF=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-110,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-110.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-110",HZ=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-111,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-111.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-111",V=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-112,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-112.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-112",VA=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-113,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-113.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-113",VS=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-114,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-114.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-114",W=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-115,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-115.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-115",WM=F,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-201,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-201.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-201",E=E; L=L; N=N,AMP&POLE=
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-202,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-202.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-202",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-203,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-203.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-203",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-204,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-204.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-204",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-205,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-205.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-205",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-206,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-206.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-206",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-207,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-207.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-207",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-208,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-208.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-208",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-209,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-209.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-209",,
"11.0 Schematic Fault Circuit Interrupter, Personal Protection",11-210,"11.0 Schematic Fault Circuit Interrupter, Personal Protection/11-210.dwg","11.0 Schematic Fault Circuit Interrupter, Personal Protection — 11-210",,
12.0 Miscellaneous,12-001,12.0 Miscellaneous/12-001.dwg,12.0 Miscellaneous — 12-001,,
12.0 Miscellaneous,12-002,12.0 Miscellaneous/12-002.dwg,12.0 Miscellaneous — 12-002,,EQUIPMENT-#=XX; TYPE-EQUIPMENT=XX
12.0 Miscellaneous,12-003,12.0 Miscellaneous/12-003.dwg,12.0 Miscellaneous — 12-003,,
12.0 Miscellaneous,12-004,12.0 Miscellaneous/12-004.dwg,12.0 Miscellaneous — 12-004,,
12.0 Miscellaneous,12-005,12.0 Miscellaneous/12-005.dwg,12.0 Miscellaneous — 12-005,,CKT.-SIZE-#=X
12.0 Miscellaneous,12-006,12.0 Miscellaneous/12-006.dwg,12.0 Miscellaneous — 12-006,,TYP.-AREA-DESIGNATION=X
12.0 Miscellaneous,12-007,12.0 Miscellaneous/12-007.dwg,12.0 Miscellaneous — 12-007,,DRAWING-#=; LAYOUT-TYPE=; PANEL-CKTS=
12.0 Miscellaneous,12-008,12.0 Miscellaneous/12-008.dwg,12.0 Miscellaneous — 12-008,,"DESCRIPTION=; DRAWING#=; N.T.S.=1/8""=1'-0""; SECTION#="
12.0 Miscellaneous,12-009,12.0 Miscellaneous/12-009.dwg,12.0 Miscellaneous — 12-009,,DRAWING#=; SECTION#=
12.0 Miscellaneous,12-010,12.0 Miscellaneous/12-010.dwg,12.0 Miscellaneous — 12-010,,DRAWING#=; SECTION#=
13.0 Abbreviations,13.0 Abbreviations,13.0 Abbreviations/13.0 Abbreviations.dwg,13.0 Abbreviations — 13.0 Abbreviations,,
14.0 Nurse Call System,14-001,14.0 Nurse Call System/14-001.dwg,14.0 Nurse Call System — 14-001,,
14.0 Nurse Call System,14-002,14.0 Nurse Call System/14-002.dwg,14.0 Nurse Call System — 14-002,,
14.0 Nurse Call System,14-003,14.0 Nurse Call System/14-003.dwg,14.0 Nurse Call System — 14-003,,
14.0 Nurse Call System,14-004,14.0 Nurse Call System/14-004.dwg,14.0 Nurse Call System — 14-004,,
14.0 Nurse Call System,14-005,14.0 Nurse Call System/14-005.dwg,14.0 Nurse Call System — 14-005,,
14.0 Nurse Call System,14-006,14.0 Nurse Call System/14-006.dwg,14.0 Nurse Call System — 14-006,,
14.0 Nurse Call System,14-007,14.0 Nurse Call System/14-007.dwg,14.0 Nurse Call System — 14-007,,
NFPA Alternate Fire Safety Symbols,5-5.1,NFPA Alternate Fire Safety Symbols/5-5.1.dwg,NFPA Alternate Fire Safety Symbols — 5-5.1,,
NFPA Alternate Fire Safety Symbols,5-6.1,NFPA Alternate Fire Safety Symbols/5-6.1.dwg,NFPA Alternate Fire Safety Symbols — 5-6.1,,
NFPA Alternate Fire Safety Symbols,5-6.2,NFPA Alternate Fire Safety Symbols/5-6.2.dwg,NFPA Alternate Fire Safety Symbols — 5-6.2,,
NFPA Alternate Fire Safety Symbols,5-6.3,NFPA Alternate Fire Safety Symbols/5-6.3.dwg,NFPA Alternate Fire Safety Symbols — 5-6.3,,
NFPA Alternate Fire Safety Symbols,5-6.4,NFPA Alternate Fire Safety Symbols/5-6.4.dwg,NFPA Alternate Fire Safety Symbols — 5-6.4,,
NFPA Alternate Fire Safety Symbols,5-7.1.1.1,NFPA Alternate Fire Safety Symbols/5-7.1.1.1.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.1.1,A=A; H=H; J=J,
NFPA Alternate Fire Safety Symbols,5-7.1.1.2,NFPA Alternate Fire Safety Symbols/5-7.1.1.2.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.1.2,,
NFPA Alternate Fire Safety Symbols,5-7.1.1,NFPA Alternate Fire Safety Symbols/5-7.1.1.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.1,C=C; D=D; F=F; H=H; P=P; W=W,
NFPA Alternate Fire Safety Symbols,5-7.1.2.1,NFPA Alternate Fire Safety Symbols/5-7.1.2.1.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.1,F=F; R/C=R/C; R/F=R/F; R=R,
NFPA Alternate Fire Safety Symbols,5-7.1.2.2,NFPA Alternate Fire Safety Symbols/5-7.1.2.2.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.2,BR=BR; BT=BT; I=I; P=P,
NFPA Alternate Fire Safety Symbols,5-7.1.2.3,NFPA Alternate Fire Safety Symbols/5-7.1.2.3.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.3,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.4,NFPA Alternate Fire Safety Symbols/5-7.1.2.4.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.4,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.5,NFPA Alternate Fire Safety Symbols/5-7.1.2.5.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.5,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.6,NFPA Alternate Fire Safety Symbols/5-7.1.2.6.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.6,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.7,NFPA Alternate Fire Safety Symbols/5-7.1.2.7.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.7,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.8,NFPA Alternate Fire Safety Symbols/5-7.1.2.8.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.8,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.9,NFPA Alternate Fire Safety Symbols/5-7.1.2.9.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.9,,
NFPA Alternate Fire Safety Symbols,5-7.1.2.10,NFPA Alternate Fire Safety Symbols/5-7.1.2.10.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2.10,,
NFPA Alternate Fire Safety Symbols,5-7.1.2,NFPA Alternate Fire Safety Symbols/5-7.1.2.dwg,NFPA Alternate Fire Safety Symbols — 5-7.1.2,,
NFPA Alternate Fire Safety Symbols,5-7.2.1,NFPA Alternate Fire Safety Symbols/5-7.2.1.dwg,NFPA Alternate Fire Safety Symbols — 5-7.2.1,M=M,
NFPA Alternate Fire Safety Symbols,5-7.2.2,NFPA Alternate Fire Safety Symbols/5-7.2.2.dwg,NFPA Alternate Fire Safety Symbols — 5-7.2.2,,
NFPA Alternate Fire Safety Symbols,5-7.2.3,NFPA Alternate Fire Safety Symbols/5-7.2.3.dwg,NFPA Alternate Fire Safety Symbols — 5-7.2.3,,
NFPA Alternate Fire Safety Symbols,5-7.2.4,NFPA Alternate Fire Safety Symbols/5-7.2.4.dwg,NFPA Alternate Fire Safety Symbols — 5-7.2.4,,
NFPA Alternate Fire Safety Symbols,5-7.2.5,NFPA Alternate Fire Safety Symbols/5-7.2.5.dwg,NFPA Alternate Fire Safety Symbols — 5-7.2.5,,
NFPA Alternate Fire Safety Symbols,5-7.3.1,NFPA Alternate Fire Safety Symbols/5-7.3.1.dwg,NFPA Alternate Fire Safety Symbols — 5-7.3.1,,
One-Line Riser Diagrams,FRISER,One-Line Riser Diagrams/FRISER.dwg,One-Line Riser Diagrams — FRISER,A=F; D=F; E=F; F=F; H=F; S=F,
One-Line Riser Diagrams,one-line,One-Line Riser Diagrams/one-line.dwg,One-Line Riser Diagrams — one-line,2=1; 5=1; E=E; L=L; N=N,125=; 150=; 250=
Schedules,Feeder Schedule,Schedules/Feeder Schedule.dwg,Schedules — Feeder Schedule,,
Schedules,Lighting Fixture Schedule,Schedules/Lighting Fixture Schedule.dwg,Schedules — Lighting Fixture Schedule,,
Schedules,Mechanical Equipment Schedule,Schedules/Mechanical Equipment Schedule.dwg,Schedules — Mechanical Equipment Schedule,,
Schedules,Panel Schedule,Schedules/Panel Schedule.dwg,Schedules — Panel Schedule,,
Schedules,Transformer Schedule,Schedules/Transformer Schedule.dwg,Schedules — Transformer Schedule,,
